EmployeeNumber,EmployeeName,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HireDate,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Y_N
9271,"Edward Wilson",19,Missing,"Travel Frequently",1334,Sales,4,2,Marketing,1,4,Male,2024-08-18,62,3,1,"Sales Representative",3,Divorced,2679,3936,5,NULL,Yes,24,3,3,80,0,0,2,3,0,0,0,0,NULL
7428,"Daniel King",25,No,"Travel Rarely",508,"Research and Development",23,4,"Life Science",1,4,Male,2020-01-03,30,3,1,"Healthcare Representative",4,Divorced,2427,11704,5,NULL,No,18,4,4,80,0,5,2,3,4,3,0,3,0
6829,"Betty Scott",31,No,"Travel Rarely",582,Sales,9,3,"Technical Degree",1,4,Female,2017-01-28,61,3,3,"Sales Executive",3,Divorced,7741,15577,4,NULL,No,24,4,2,80,1,12,3,3,7,7,2,7,0
8470,"Sarah Rodriguez",33,No,"Travel Rarely",812,Sales,7,3,"Technical Degree",1,1,Female,2021-12-11,94,3,4,"Sales Representative",4,Single,15113,26960,4,NULL,No,11,3,3,80,1,15,5,3,3,3,1,1,0
5072,"Amanda Davis",31,Yes,"Travel Rarely",584,Sales,4,1,Marketing,1,4,Female,2017-05-11,40,3,2,"Sales Representative",4,Divorced,4739,6400,3,NULL,Yes,21,3,3,80,0,9,2,3,7,1,3,1,1
71,"Steven Sanchez",26,Yes,"Travel Rarely",1343,"Research and Development",6,2,Missing,1,2,Male,2023-03-26,87,4,2,"Healthcare Representative",2,Divorced,4838,8351,6,NULL,Yes,24,3,2,80,0,5,3,2,1,0,0,1,1
3740,"Edward Nguyen",28,No,"Travel Frequently",839,"Human Resources",2,4,"Technical Degree",1,2,Male,2017-06-20,38,2,3,"Human Resources",4,Married,8306,14937,3,NULL,No,14,4,3,80,1,7,2,3,7,5,4,5,0
3311,"Deborah White",46,No,"Travel Rarely",1468,Sales,1,3,"Life Science",1,1,Female,2023-05-11,87,2,4,"Sales Executive",4,Married,13936,6385,4,NULL,No,22,3,4,80,1,26,3,2,1,0,0,1,0
3073,"Jennifer Walker",27,No,"Travel Rarely",1476,"Human Resources",5,3,Medical,1,1,Female,2022-05-13,47,3,4,"Human Resources",1,Divorced,11134,13734,1,NULL,No,13,3,1,80,2,7,2,3,2,1,2,1,0
3790,"Kimberly Young",42,No,"Travel Rarely",1130,Sales,2,3,Marketing,1,3,Female,2017-09-28,60,4,3,"Sales Executive",4,Single,7106,24416,3,NULL,No,13,3,2,80,0,23,2,3,7,6,1,3,0
9235,"Ryan Sanchez",37,No,"Travel Rarely",651,Sales,1,4,Marketing,1,4,Male,2011-06-06,51,4,3,"Sales Representative",3,Single,8704,24348,2,NULL,No,18,3,4,80,0,18,2,3,13,4,12,2,0
4415,"Kenneth Lee",48,No,"Travel Rarely",623,"Human Resources",3,5,"Human Resources",1,3,Male,1995-04-28,60,2,5,Manager,2,Divorced,13687,4099,1,NULL,No,18,3,3,80,1,29,1,3,29,12,1,11,0
7877,"Richard Lewis",43,No,"Travel Rarely",766,"Research and Development",1,3,Medical,1,2,Male,2001-04-08,48,3,3,"Manufacturing Director",1,Divorced,10004,19422,2,NULL,No,16,3,3,80,2,25,3,2,23,18,6,15,0
5717,"James Davis",35,Yes,"Travel Frequently",229,"Research and Development",13,5,"Technical Degree",1,4,Male,2015-08-30,53,3,3,"Laboratory Technician",4,Divorced,8089,3100,2,NULL,Yes,24,3,4,80,1,17,3,3,9,7,3,7,1
6670,"Sarah Torres",35,No,"Travel Frequently",1392,"Research and Development",16,5,Medical,1,2,Female,2012-04-18,77,3,3,"Research Scientist",2,Divorced,10028,22245,4,NULL,No,12,3,3,80,1,17,2,3,12,1,7,10,0
638,"David Jackson",35,No,"Travel Rarely",365,Sales,6,3,"Life Science",1,4,Male,2009-07-20,37,3,3,"Sales Executive",3,Single,7247,16464,1,NULL,No,14,3,2,80,3,16,4,2,15,14,9,13,0
2559,"Emily Hernandez",36,Yes,"Travel Rarely",818,"Research and Development",4,2,"Technical Degree",1,2,Female,2014-03-31,30,2,3,"Research Director",3,Married,8785,10606,2,NULL,No,20,3,1,80,1,16,2,3,10,0,9,1,1
136,"Rebecca Sanchez",36,No,"Travel Frequently",807,"Research and Development",10,4,"Life Science",1,1,Female,2014-01-03,58,3,3,"Research Scientist",3,Single,7955,19596,1,NULL,No,11,3,3,80,0,17,3,3,10,6,2,8,0
8378,"Charles Torres",33,No,"Travel Rarely",206,"Research and Development",6,3,Other,1,4,Male,2010-11-09,51,3,3,"Laboratory Technician",4,Divorced,9693,12237,6,NULL,No,18,3,2,80,1,14,3,2,14,0,5,3,0
7161,"William Clark",52,Yes,"Travel Rarely",117,"Research and Development",7,2,"Technical Degree",1,4,Male,2016-04-27,91,4,4,"Research Scientist",2,Married,12582,5757,2,NULL,No,21,3,3,80,0,33,2,4,8,8,6,7,1
8542,"Sandra Robinson",36,No,"Travel Rarely",221,"Research and Development",2,5,Medical,1,4,Female,2021-12-29,78,3,3,"Research Director",4,Married,8793,20836,1,NULL,No,19,3,1,80,0,16,1,2,3,2,2,1,0
4710,"Paul Wilson",33,No,"No Travel",1235,"Research and Development",7,3,"Life Science",1,3,Male,2023-05-26,88,2,4,"Healthcare Representative",3,Married,17946,24291,3,NULL,Yes,20,3,4,80,1,13,2,1,1,0,1,0,0
2357,"Edward Perez",35,No,"Travel Rarely",944,Sales,10,3,Medical,1,3,Male,2011-04-30,79,4,4,"Sales Executive",2,Divorced,15699,8535,1,NULL,No,15,3,4,80,0,14,2,2,13,6,12,5,0
9157,"Karen Perez",36,No,"Travel Frequently",462,"Research and Development",7,3,"Life Science",1,3,Female,2013-06-22,63,3,4,"Research Scientist",4,Married,9010,16121,3,NULL,Yes,20,3,4,80,0,14,2,3,11,6,7,0,0
2894,"Joshua Garcia",32,No,"Travel Rarely",164,Sales,1,5,Other,1,1,Male,2019-01-15,62,4,3,"Sales Executive",4,Single,7099,6268,2,NULL,No,22,4,2,80,1,12,4,3,5,5,1,3,0
7061,"Edward Jackson",39,No,"Travel Rarely",104,"Research and Development",7,4,"Life Science",1,3,Male,2015-03-07,50,2,4,"Laboratory Technician",3,Married,14480,7276,2,NULL,No,22,3,4,80,0,17,1,4,9,1,5,2,0
6859,"Amanda Miller",45,No,"Travel Rarely",1453,"Research and Development",3,3,"Life Science",1,1,Female,2003-01-08,92,3,4,"Research Scientist",2,Married,12628,17793,2,NULL,No,16,3,3,80,3,26,6,4,21,15,10,11,0
4771,"Kimberly Young",27,No,"Travel Frequently",372,"Research and Development",23,3,Medical,1,3,Female,2021-07-14,90,1,4,"Laboratory Technician",3,Married,?,24443,6,NULL,Yes,14,3,1,80,3,9,1,2,3,2,0,2,0
820,"Emily Rodriguez",38,Yes,"Travel Rarely",1195,"Research and Development",14,4,"Technical Degree",1,3,Female,2021-03-06,67,4,5,"Manufacturing Director",1,Divorced,16481,3996,4,NULL,No,21,3,3,80,1,17,2,3,3,3,3,1,1
490,"Betty Walker",27,No,"Travel Frequently",317,Missing,4,1,Marketing,1,3,Female,2023-02-08,80,3,3,"Manufacturing Director",1,Divorced,9594,2403,2,NULL,No,12,3,3,80,0,8,1,3,1,1,0,0,0
6663,"Kenneth Robinson",49,Yes,"Travel Rarely",253,"Research and Development",1,3,Medical,1,4,Male,1998-02-20,34,2,3,"Manufacturing Director",3,Married,6075,14499,1,NULL,No,24,3,3,80,2,31,3,1,26,17,18,5,1
3783,"Elizabeth Hernandez",46,No,"Travel Frequently",532,"Research and Development",27,2,Marketing,1,4,Female,2024-03-04,90,3,4,"Healthcare Representative",4,Married,13168,18306,3,NULL,Yes,24,3,4,80,1,24,2,3,0,0,0,0,0
7350,"Daniel Anderson",49,No,"Travel Rarely",488,"Research and Development",4,4,"Life Science",1,4,Male,2007-06-29,44,3,3,Manager,4,Married,10589,12606,3,NULL,No,18,3,3,80,2,30,2,3,17,4,8,9,0
1275,"Richard Gonzalez",46,No,"No Travel",323,NULL,2,1,"Human Resources",1,2,Male,2000-06-01,49,2,5,"Laboratory Technician",3,Married,19999,13663,1,NULL,No,24,4,3,80,1,26,2,3,24,14,24,13,0
745,"Jeffrey Lopez",53,No,"Travel Rarely",1155,"Research and Development",14,3,"Life Science",1,1,Male,1998-01-01,66,4,4,"Manufacturing Director",3,Married,13731,7377,2,NULL,No,12,3,1,80,0,35,0,3,27,14,21,13,0
6975,"Karen White",52,Yes,"Travel Rarely",1421,"Research and Development",12,4,"Life Science",1,4,Female,1993-10-20,60,3,4,"Manufacturing Director",1,Married,10209,10245,2,NULL,Yes,21,3,2,80,0,31,0,3,31,25,28,22,1
11,"Kimberly Ramirez",40,No,"Travel Rarely",1251,"Research and Development",9,4,"Technical Degree",1,1,Female,2017-09-28,94,3,3,"Manufacturing Director",4,Divorced,7098,11625,2,NULL,No,13,3,2,80,1,20,2,3,7,2,0,6,0
2467,"Robert Lopez",44,No,"Travel Rarely",1097,"Research and Development",1,2,Medical,1,4,Male,2006-07-12,55,2,4,"Healthcare Representative",1,Single,11792,19991,2,NULL,No,15,3,2,80,0,23,2,3,18,11,3,16,0
1781,"Ronald Garcia",31,No,"Travel Rarely",329,Sales,7,3,"Life Science",1,3,Male,2024-01-22,69,3,3,"Sales Representative",2,Single,9370,20430,3,NULL,No,19,4,4,80,3,11,6,4,0,0,0,0,0
1173,"Gary Smith",35,No,"Travel Rarely",1450,Sales,6,4,Missing,1,3,Male,2021-08-11,51,3,4,"Sales Executive",3,Married,8922,22245,4,NULL,No,24,3,3,80,1,15,0,3,3,1,0,0,0
5458,"Brian Garcia",28,No,"Travel Rarely",428,"Research and Development",5,2,NULL,1,4,Male,2023-07-16,72,2,3,"Laboratory Technician",4,Married,N/A,17285,1,NULL,No,21,3,4,80,0,6,4,4,1,0,1,1,0
3705,"Ronald Harris",48,Yes,"Travel Rarely",397,"Human Resources",2,4,"Human Resources",1,1,Male,2024-07-31,94,4,3,"Human Resources",1,Single,8194,18892,3,NULL,NULL,16,3,1,80,0,27,2,2,0,0,0,0,1
4196,"Thomas Young",27,Yes,"Travel Frequently",798,"Research and Development",5,3,Marketing,1,3,Male,2023-02-26,89,2,2,"Healthcare Representative",3,Single,4519,9735,3,NULL,Yes,20,3,2,80,1,7,4,2,1,1,1,1,1
4567,"Barbara Wilson",38,No,"Travel Rarely",519,"Research and Development",8,3,Medical,1,1,Female,2009-04-17,91,4,5,"Research Scientist",3,Single,18249,23069,1,NULL,No,15,3,1,80,0,19,2,3,15,0,13,12,0
1550,"Kevin Flores",47,Yes,"Travel Frequently",810,Sales,5,4,"Technical Degree",1,2,Male,2014-07-26,81,1,4,"Sales Executive",3,Married,19027,5276,2,NULL,Yes,14,4,4,80,0,28,2,3,10,7,10,9,1
6877,"Cynthia Gonzalez",38,No,"Travel Rarely",1415,"Research and Development",3,5,Marketing,1,3,Female,2005-09-21,71,3,5,Manager,3,Divorced,18520,24378,5,NULL,Yes,19,3,1,80,0,19,0,1,19,3,2,0,0
7535,"Thomas Thomas",32,No,"Travel Rarely",753,"Research and Development",7,4,"Life Science",1,4,Male,2018-07-18,93,3,5,"Laboratory Technician",2,Married,14925,8812,3,NULL,No,16,3,1,80,0,13,2,3,6,3,4,4,0
8981,"Thomas Johnson",36,No,"Travel Frequently",1236,"Research and Development",9,4,Medical,1,1,Male,2010-10-02,32,4,5,"Research Scientist",4,Married,19999,19123,5,NULL,No,20,3,3,80,0,18,2,3,14,11,13,11,0
9227,"Susan Martinez",34,No,"Travel Rarely",624,"Research and Development",3,3,Missing,1,4,Female,2017-05-16,73,3,5,"Research Scientist",4,Married,19999,19489,3,NULL,Yes,11,3,2,80,0,15,4,2,7,4,4,5,0
2883,"James Walker",32,No,"Travel Rarely",1146,"Research and Development",13,2,Medical,1,3,Male,2023-09-25,49,3,3,"Research Scientist",3,Married,7522,11041,4,NULL,No,12,3,1,80,1,10,4,1,1,1,0,1,0
7176,"Edward Martinez",38,Yes,"No Travel",122,"Research and Development",7,3,"Life Science",1,4,Male,2014-09-04,75,4,5,"Research Scientist",3,Single,14759,9682,1,NULL,Yes,12,3,3,80,0,16,0,3,10,7,10,10,1
7120,"Robert Torres",18,No,"Travel Rarely",266,Sales,4,3,"Life Science",1,1,Male,2024-09-02,74,3,1,"Sales Executive",2,Married,3003,13571,0,NULL,No,16,3,3,80,0,0,1,4,0,0,0,0,0
6764,"Emily Williams",24,No,"Travel Frequently",1416,"Research and Development",6,4,Medical,1,1,Female,2022-10-12,61,3,2,"Research Scientist",2,Married,4765,5127,5,NULL,Yes,13,3,1,80,1,4,6,2,2,0,0,1,0
101,"Kevin Brown",47,No,"Travel Rarely",1410,Sales,6,4,Marketing,1,3,Male,2022-07-23,40,3,3,"Sales Executive",2,Single,10848,10714,7,NULL,No,21,3,3,80,0,29,2,3,2,0,0,1,0
2849,"Susan Thompson",44,Yes,"Travel Rarely",108,"Research and Development",6,3,"Life Science",1,4,Female,1999-02-20,36,3,5,"Research Scientist",4,Married,18242,14557,5,NULL,No,14,3,2,80,0,25,4,2,25,5,9,12,1
9318,"Richard Robinson",47,Yes,"Travel Rarely",1484,Sales,4,1,Marketing,1,1,Male,2007-10-29,78,3,5,"Sales Representative",1,Married,19999,11893,1,NULL,No,23,3,2,80,1,25,4,2,17,8,2,5,1
3229,"James Johnson",37,No,"No Travel",351,"Research and Development",13,2,"Technical Degree",1,4,Male,2005-01-06,98,4,5,"Laboratory Technician",1,Single,15879,15433,3,NULL,No,23,4,1,80,0,19,2,3,19,10,7,13,0
7386,"Rebecca White",41,No,"Travel Rarely",1050,"Research and Development",2,3,"Life Science",1,2,Female,2008-04-02,56,3,4,"Research Scientist",4,Single,10197,22058,3,NULL,No,24,3,2,80,0,19,5,3,16,14,8,14,0
365,"Jennifer King",37,Yes,"Travel Rarely",1342,"Human Resources",1,3,"Human Resources",1,4,Female,2022-01-23,76,4,4,"Human Resources",1,Divorced,11996,14232,4,NULL,No,16,4,2,80,0,16,1,3,2,1,0,2,1
426,"Jennifer White",36,Yes,"Travel Frequently",771,"Human Resources",4,4,Medical,1,4,Female,2016-03-18,33,3,4,"Human Resources",1,Single,14143,21278,3,NULL,No,24,3,4,80,0,16,3,4,8,1,2,5,1
465,"Kimberly Gonzalez",41,No,"Travel Rarely",160,"Research and Development",8,1,"Life Science",1,2,Female,2002-06-02,92,3,4,"Laboratory Technician",1,Divorced,14527,2449,1,NULL,No,14,4,2,80,0,22,2,3,22,19,0,20,0
571,"Timothy Martin",32,No,"Travel Rarely",949,Sales,1,4,"Life Science",1,2,Male,2022-12-18,94,4,5,"Sales Representative",1,Married,18833,25375,3,NULL,No,19,3,4,80,0,14,1,2,2,1,1,2,0
2855,"Kenneth Lewis",42,No,"Travel Rarely",926,"Research and Development",1,4,"Life Science",1,1,Male,2019-06-24,45,4,4,"Laboratory Technician",4,Single,13443,16702,3,NULL,No,21,3,1,80,0,21,0,3,5,3,5,4,0
7209,"Sandra Martin",40,No,"Travel Rarely",957,"Research and Development",21,3,Medical,1,2,Female,2020-11-06,49,3,3,"Research Scientist",3,Divorced,8744,21416,2,NULL,No,24,3,4,80,0,21,2,1,4,0,1,1,0
6059,"Steven Martin",27,Yes,"Travel Rarely",719,Sales,10,3,Marketing,1,4,Male,2024-10-30,79,1,4,"Sales Representative",1,Single,10416,20384,4,NULL,Yes,16,3,4,80,1,8,2,2,0,0,0,0,1
9103,"Nancy Anderson",18,No,"Travel Frequently",927,"Research and Development",2,2,"Life Science",1,3,Female,2024-03-08,81,1,1,Manager,3,Single,2835,17203,3,NULL,No,20,4,3,80,1,0,4,4,0,0,0,0,0
3151,"Mark Miller",29,No,"Travel Rarely",1360,"Human Resources",1,5,"Human Resources",1,3,Male,2016-09-23,60,2,3,"Human Resources",4,Married,8888,4137,0,NULL,No,16,3,4,80,0,11,0,3,8,2,8,7,0
8287,"Deborah Perez",47,Yes,"Travel Rarely",541,Sales,1,4,Marketing,1,1,Female,2016-01-14,59,4,5,"Sales Representative",1,Single,18346,22050,0,NULL,Yes,15,3,4,80,1,28,3,3,8,1,4,5,1
3252,"Jeffrey Ramirez",35,No,"Travel Rarely",186,"Research and Development",2,5,Medical,1,4,Male,2010-05-24,31,4,4,"Research Scientist",1,Divorced,16206,8125,3,NULL,Yes,19,3,1,80,1,15,2,2,14,5,0,0,0
7243,"Carol Davis",46,Yes,"Travel Rarely",378,"Human Resources",9,3,"Human Resources",1,3,Female,2014-11-16,89,2,4,"Human Resources",2,Single,13530,15206,2,NULL,Yes,12,3,4,80,1,24,1,4,10,9,6,8,1
2751,"John Davis",30,No,"Travel Frequently",351,Sales,10,2,"Technical Degree",1,3,Male,2019-08-22,87,3,2,"Sales Executive",2,Married,4776,14895,5,NULL,No,24,4,3,80,0,10,5,2,5,0,1,0,0
6129,"Thomas Scott",48,No,"Travel Rarely",1323,Sales,6,2,Marketing,1,3,Male,2002-09-02,68,4,4,"Sales Representative",2,Married,15609,12688,5,NULL,No,11,3,3,80,1,30,2,3,22,2,20,10,0
2902,"George Smith",45,No,"Travel Frequently",151,"Research and Development",2,3,Medical,1,1,Male,2009-01-16,65,3,4,"Laboratory Technician",4,Divorced,7743,15806,6,NULL,No,19,3,4,80,0,25,2,3,15,0,14,10,0
3048,"Michael Davis",28,Yes,"Travel Rarely",1490,Sales,17,2,Marketing,1,4,Male,2018-04-04,85,3,2,"Sales Executive",1,Married,unknown,23173,5,NULL,No,19,4,4,80,1,7,0,4,6,4,2,4,1
2896,"Donna Flores",37,No,"Travel Rarely",1170,"Human Resources",1,4,"Technical Degree",1,4,Female,2009-12-26,41,2,5,"Human Resources",1,Married,14454,18505,2,NULL,No,17,3,3,80,1,17,3,4,15,6,2,2,0
4962,"Barbara Sanchez",33,No,"Travel Frequently",641,"Research and Development",4,3,Medical,1,4,Female,2014-07-19,42,3,3,"Healthcare Representative",4,Married,9501,12769,2,NULL,No,21,3,3,80,0,14,3,3,10,6,9,7,0
2655,"Mary Clark",32,Yes,"Travel Rarely",1466,"Research and Development",3,1,Medical,1,3,Female,2019-06-05,69,4,2,Manager,1,Married,4226,12239,2,NULL,No,16,3,4,80,0,10,3,4,5,5,4,0,1
705,"Matthew Jackson",26,No,"Travel Rarely",1471,"Research and Development",5,3,"Life Science",1,3,Male,2019-12-16,56,3,3,Manager,1,Divorced,11167,10802,3,NULL,No,16,3,2,80,0,8,6,3,5,2,4,2,0
5010,"Jason Hill",44,No,"Travel Frequently",376,"Human Resources",4,3,"Technical Degree",1,3,Male,2015-06-23,64,3,3,"Human Resources",2,Single,7511,23365,1,NULL,No,19,3,3,80,1,22,1,4,9,9,7,5,0
8050,"Sarah Jackson",56,No,"Travel Rarely",412,Sales,1,1,"Human Resources",1,2,Female,1993-03-11,63,4,3,"Sales Representative",3,Married,10970,22003,3,NULL,Yes,12,3,1,80,0,36,2,3,31,7,30,13,0
2697,"Andrew Jackson",26,Yes,"Travel Rarely",1030,"Human Resources",4,3,"Human Resources",1,1,Male,2017-10-17,83,2,3,"Human Resources",1,Married,8660,7022,4,NULL,Yes,15,3,4,80,2,7,2,1,7,0,7,7,1
4179,"Betty Wilson",36,No,"Travel Rarely",248,"Research and Development",-8,3,"Human Resources",1,3,Female,2011-02-01,50,2,4,"Research Scientist",3,Single,17271,8626,1,NULL,No,17,3,4,80,1,17,0,2,13,7,0,13,0
8690,"Robert Williams",28,No,"Travel Rarely",762,"Human Resources",5,4,"Human Resources",1,1,Male,2021-12-09,30,3,4,"Human Resources",4,Divorced,14984,17732,2,NULL,No,18,3,3,80,2,9,5,3,3,1,3,0,0
6244,"Robert Hill",37,No,"Travel Rarely",157,"Research and Development",1,5,"Life Science",1,4,Male,2022-11-24,95,1,3,"Manufacturing Director",3,Married,8939,19375,3,NULL,No,12,3,3,80,2,17,2,3,2,0,2,2,0
9487,"Kenneth Anderson",29,Yes,"Travel Rarely",482,"Research and Development",6,3,"Life Science",1,3,Male,2021-08-31,56,2,3,"Manufacturing Director",3,Married,Unknown,19937,3,NULL,Yes,20,4,1,80,1,9,2,4,3,3,2,0,1
38,"John Torres",36,No,"Travel Rarely",1162,"Research and Development",5,3,Other,1,1,Missing,2024-07-01,75,2,4,"Research Scientist",4,Married,16005,17186,2,NULL,No,24,3,3,80,0,18,2,3,0,0,0,0,0
7025,"George Hill",52,No,"Travel Frequently",778,"Human Resources",21,4,"Human Resources",1,3,Male,2021-02-13,96,3,5,"Human Resources",2,Married,16661,12194,5,NULL,No,18,3,3,80,1,33,3,3,3,2,3,3,0
6342,"Joshua Jackson",50,No,"No Travel",977,"Research and Development",1,4,"Life Science",1,1,Male,2002-04-21,32,3,5,"Research Scientist",1,Married,13764,21404,2,NULL,No,19,4,1,80,0,32,3,2,22,14,6,21,0
8523,"George Lewis",30,No,"Travel Frequently",1381,"Human Resources",7,5,"Human Resources",1,3,Male,2023-06-29,94,2,3,"Human Resources",2,Divorced,9841,18296,2,NULL,No,22,3,3,80,1,12,3,3,1,1,1,0,0
5152,"Gary Wilson",36,Yes,"Travel Rarely",570,Sales,25,3,Other,1,1,Male,2011-02-26,99,4,3,"Sales Executive",1,Divorced,11131,18728,1,NULL,Yes,13,3,4,80,3,17,3,4,13,12,6,9,1
3106,"Kenneth Gonzalez",38,Yes,"Travel Rarely",210,"Research and Development",7,3,Missing,1,4,Male,2024-09-28,98,3,3,"Laboratory Technician",2,Divorced,6492,25959,2,NULL,No,11,4,3,80,1,18,2,1,0,0,0,0,1
2337,"Edward Ramirez",31,No,"Travel Rarely",435,"Research and Development",1,4,"Technical Degree",1,3,Male,2021-04-17,68,3,3,"Research Director",4,Married,8779,21820,3,NULL,Yes,12,4,3,80,1,11,2,2,3,2,0,1,0
6771,"Deborah Lewis",23,No,"Travel Rarely",1463,"Research and Development",16,4,Missing,1,2,Female,2021-11-11,73,1,3,"Healthcare Representative",4,Married,9683,8182,1,NULL,NULL,22,3,1,80,0,3,3,2,3,1,0,3,0
9027,"Sarah Lopez",41,No,"Travel Rarely",692,Sales,3,3,"Technical Degree",1,4,Female,2011-09-19,53,3,4,"Sales Executive",2,Single,13198,25359,5,NULL,Yes,14,3,4,80,1,21,3,2,13,6,12,11,0
7208,"Ronald Sanchez",38,No,"Travel Frequently",300,"Research and Development",29,4,Medical,1,3,Male,2022-05-03,63,2,4,"Laboratory Technician",3,Married,14125,24966,1,NULL,No,19,4,4,80,1,20,2,4,2,0,1,1,0
569,"Joshua Wilson",42,No,"Travel Rarely",1089,"Research and Development",1,4,Medical,1,4,Male,2017-05-28,61,3,5,"Research Director",3,Married,19999,16147,3,NULL,No,16,3,4,80,0,20,4,3,7,7,5,7,0
7515,"Betty Hernandez",33,No,"No Travel",188,Sales,3,3,Marketing,1,1,Female,2012-02-04,35,4,3,"Sales Representative",3,Single,10115,26407,3,NULL,No,13,3,3,80,0,13,1,3,12,7,1,12,0
4812,"Charles Wright",33,No,"Travel Rarely",1351,Sales,7,3,Marketing,1,3,Male,2020-09-28,57,4,5,"Sales Executive",4,Divorced,19999,20694,2,NULL,No,24,3,3,80,1,13,3,3,4,4,1,2,0
6128,"Ronald Moore",42,No,"Travel Rarely",1151,"Human Resources",-7,5,"Human Resources",1,3,Male,2024-04-01,70,1,4,Manager,3,Married,15706,13949,1,NULL,No,22,4,2,80,2,24,1,4,0,0,0,0,0
6847,"Steven Jackson",33,No,"Travel Rarely",1487,"Research and Development",20,3,Medical,1,4,Male,2014-03-31,87,2,3,"Research Scientist",1,Married,6508,5092,0,NULL,Yes,11,3,3,80,0,11,2,3,10,9,10,9,0
2047,"Dorothy White",34,No,"Travel Rarely",478,"Human Resources",3,2,Medical,1,3,Female,2016-03-16,74,3,3,"Human Resources",4,Married,8219,13243,4,NULL,No,15,3,3,80,1,15,2,3,8,2,3,6,0
6730,"Ashley Martin",28,No,"Travel Frequently",1093,"Research and Development",5,4,"Life Science",1,4,Female,2018-04-07,53,4,2,"Healthcare Representative",2,Divorced,5567,14235,0,NULL,No,12,3,4,80,1,9,2,3,6,4,5,2,0
8164,"Paul Smith",39,Yes,"Travel Rarely",780,Sales,1,1,"Technical Degree",1,1,Male,2009-01-04,41,4,4,"Sales Representative",1,Married,13640,17479,1,NULL,No,24,3,3,80,0,17,2,2,15,9,12,11,1
6753,"Barbara Ramirez",43,No,"No Travel",391,"Research and Development",3,4,"Technical Degree",1,4,Female,2008-12-16,97,2,4,Manager,3,Married,8702,7561,1,NULL,Yes,20,3,3,80,0,25,2,2,16,9,12,3,0
9148,"Jennifer Davis",33,No,"Travel Frequently",453,"Human Resources",15,3,"Human Resources",1,2,Female,2020-05-05,84,2,4,"Human Resources",1,Married,12966,13836,1,NULL,No,13,3,2,80,0,15,6,4,4,4,0,0,0
6835,"Jacob Clark",18,No,"Travel Rarely",987,"Research and Development",1,3,Medical,1,3,Male,2024-10-21,69,2,1,"Healthcare Representative",4,Single,1957,10628,1,NULL,No,11,3,4,80,0,0,3,4,0,0,0,0,0
2192,"John Clark",44,No,"Travel Rarely",1304,"Research and Development",7,4,"Life Science",1,1,Male,2023-01-15,46,3,3,"Healthcare Representative",3,Single,8985,9259,1,NULL,No,14,3,3,80,0,24,2,3,1,0,0,0,0
241,"Daniel Garcia",35,No,"Travel Rarely",385,"Research and Development",5,3,"Life Science",1,1,Male,2018-01-16,71,2,3,"Manufacturing Director",4,Divorced,8005,13938,1,NULL,No,20,3,1,80,1,17,0,4,6,1,5,0,0
8178,"Paul Jones",40,No,"Travel Rarely",462,NULL,22,3,Medical,1,4,Male,2007-03-03,56,4,4,"Healthcare Representative",2,Married,11776,11020,2,NULL,No,11,3,1,80,1,22,1,2,17,1,13,0,0
6408,"Michelle Wright",30,No,"No Travel",144,"Research and Development",3,5,Medical,1,2,Female,2018-03-16,78,4,3,"Research Scientist",2,Divorced,8996,19841,5,NULL,No,24,3,4,80,0,8,2,4,6,5,5,6,0
2422,"Carol Ramirez",18,No,"Travel Rarely",186,Sales,7,3,"Human Resources",1,3,Female,2024-08-10,56,4,1,"Sales Executive",3,Married,2879,16482,6,NULL,No,18,3,4,80,0,0,1,3,0,0,0,0,0
3405,"Joseph White",34,No,"Travel Rarely",1125,"Research and Development",2,3,"Life Science",1,1,Male,2014-08-03,48,3,3,"Laboratory Technician",3,Married,10919,21319,4,NULL,No,16,3,4,80,2,13,2,3,10,8,9,3,0
5681,"Laura Williams",31,No,"Travel Rarely",1300,Sales,1,4,Other,1,4,Female,2020-01-25,75,3,4,"Sales Executive",4,Single,12671,6770,3,NULL,No,21,3,4,80,0,10,4,3,4,1,4,2,0
1256,"Jason Harris",22,Yes,"Travel Rarely",1016,"Research and Development",1,4,Medical,1,2,Male,2024-11-08,79,3,1,"Laboratory Technician",3,Married,2665,20323,3,NULL,Yes,24,3,4,80,2,0,2,3,0,0,0,0,1
303,"James Jones",27,No,"Travel Rarely",160,Sales,2,2,Marketing,1,3,Male,2023-05-11,53,4,2,"Sales Representative",3,Divorced,5366,2794,1,NULL,Yes,18,3,4,80,1,9,3,3,1,1,1,1,0
5298,"Jennifer Nguyen",26,No,"Travel Rarely",526,"Research and Development",8,4,Medical,1,4,Female,2023-04-06,72,1,3,"Laboratory Technician",4,Married,10277,25334,5,NULL,No,18,3,3,80,0,6,0,4,1,0,0,1,0
