EmployeeNumber,EmployeeName,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HireDate,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
221,Jeffrey Lewis,29,No,Travel_Rarely,626,Research & Development,3,2,Life Science,1,4,Male,2021-11-16,60,3,3,Laboratory Technician,2,Married,6470,26254,5,Y,No,20,3,4,80,0,10,2,3,3,3,1,0
4035,Elizabeth Perez,38,Yes,travel_frequently,1223,SALES,4,3,Life Sciences,1,4,Female,03/09/2020,63,1,3,Sales Executive,1,Single,8244,20557,4,Y,No,21,3,4,80,1,18,3,3,4,1,1,3
4547,George Martinez,27,No,N/A,1014,research & development,1,3,Life Sciences,1,3,Male,2018-05-17,62,4,3,Research Scientist,3,Single,$9701.00,12045,3,Y,unknown,22,3,4,80,1,9,5,3,6,0,6,0
9292,Nancy Nguyen,44,No,Non-Travel,278,Research & Development,2,3,Marketing,1,2,Female,27-Feb-2019,79,3,4,Research Scientist,1,Single,5472,13333,3,Y,Yes,11,4,2,80,0,23,4,2,5,2,5,5
1016,Sarah Ramirez,41,Yes,Travel_Rarely,454,Research & Development,3,4,Life Sciences,1,4,female,05/01/2009,75,4,3,Laboratory Technician,3,Divorced,7915,16908,3,Y,Yes,24,3,4,80,2,21,1,3,15,2,6,6
6583,John Wright,46,No,Travel_Rarely,234,Research & Development,-11,5,Life Sciences,1,3,M,11/19/2021,33,2,4,Laboratory Technician,3,Single,"10,748",3504,2,Y,Yes,21,3,3,80,0,26,0,4,3,1,3,0
5636,Karen Taylor,52,No,Travel_Rarely,1315,Research & Development,5,3,Life Sciences,1,1,F,1998-09-10,73,3,3,Manager,1,Maried,"$10,158",26750,2,Y,No,12,3,4,80,1,33,2,2,26,23,13,2
5654,Joshua Hill,43.0,No,Travel_Rarely,630,Research & Development,2,4,Technical Degree,1,1,Male,2018-04-19,78,1,4,Research Scientist,4,Married,$16652.00,12261,1,Y,No,13,3,3,80,0,25,2,3,6,6,0,0
8618,Joseph Brown,35.0,No,Travel_Rarely,1337,Sales,1,4,-,1,2,Male,08/08/2024,94,2,5,Sales Executive,3,Married,$18850.00,14346,4,Y,No,18,3,4,80,2,16,3,2,0,0,0,0
808,Mark Allen,35,No,Non-Travel,$981,Research & Development,15,1,Life Sciences,1,3,Male,2019-10-01,42,3,5,Research Scientist,3,Married,"17,042",8297,2,Y,NO,14,3,4,80,0,13,1,3,5,5,2,0
9417,David Garcia,30,No,travel_rarely,214,Research & Development,10,4,Medical,1,4,Male,07/23/2021,63,3,4,Manager,4,Married,11447,3933,3,Y,No,24,3,4,80,3,9,1,2,3,2,3,1
2876,Jessica Anderson,44,Yes,Travel_Rarely,765,Sales,1,3,Life Sciences,1,3,Female,2003-05-29,56,4,4,Sales Executive,3, Married,15077,6638,4,Y,No,15,3,3,80,1,26,5,3,21,10,12,14
7739,Elizabeth Hernandez,35,Yes,Travel_Rarely,1122,Sales,2,5,Marketing,1,4,Female,19-Nov-2020,91,2,5,Sales Representative,2,single,19999,14280,3,Y,YES,13,3,4,80,1,16,3,3,4,4,3,1
1472,Jeffrey Torres,40,No,Travel_Frequently,1266,Research and Development,3,3,Life Sciences,1,4,M,01/27/2013,71,2,4,Healthcare Representative,3,Married,"$13,357",10600,0,Y,Yes,23,3,3,80,1,19,5,3,11,0,5,0
2493,CHARLES MARTINEZ,36,No,Non-Travel,1483,Research and Development,2,4,Life Sciences,1,2,male,02/26/2013,52,2,4,Manager,4,Married,14544,4403,3,Y,NO,12,3,1,80,1,15,2,3,11,0,6,1
100,Linda Perez,44,No,Travel_Rarely,505,Research & Development,2,3,Other,1,3,Female,09/13/2008,39,1,3,Laboratory Technician,3,Divorced,$8453.00,19115,0,Y,0,14,3,2,80,0,22,2,1,16,0,1,1
525,Sharon Clark,37,No,Travel_Frequently,346,HR,2,3,NA,1,3,Female,02/06/2012,44,4,3,Human Resources,3,Divorced,7353,16387,3,Y,N,19,3,2,80,0,15,4,2,12,6,5,8
3646,Emily Allen,45,No,Travel_Rarely,1106,Research and Development,2,4,Life Sciences,1,4,female,2003-05-15,39,4,4,Laboratory Technician,4,Married,18832,9345,2,Y,N,13,3,4,80,1,23,3,2,21,3,13,8
8887,Cynthia Lee,31,No,Travel Rarely,212,R&D,3,3,Medical,1,4,F,2021-04-11,36,3,2,Healthcare Representative,2,divorced,"4,289",14300,1,Y,No,21,3,3,80,0,10,3,3,3,1,3,1
2585,Stephanie Martin,49,No,Travel_Frequently,904,Research & Development,19,3,Life Sciences,1,4,Female,04/08/2017,71,3,5,Research Scientist,4,Married,19999,2675,1,Y,Yes,11,3,4,80,0,31,5,2,7,7,0,0
3391,Ryan Lee,42,Yes,travel_rarely,382,Research & Development,8,2,Medical,1,3,Male,2021-09-22,37,3,5,Healthcare Representative,2,married,18352,5139,1,Y,No,23,4,4,80,0,22,4,3,3,3,0,3
8156,Sharon Walker,42,No,Travel Rarely,232,Research & Development,1,3,Other,1,3,Female,10-May-2023,46,1,3,Research Scientist,3,Married,$6542.00,9436,2,Y,no,21,3,1,80,1,21,4,3,1,0,0,1
6003,Donna Miller,47,No,Travel_Rarely,724,Sales,17,2,Other,1,3,Female,10/30/2009,36,2,3,Sales Executive,4, Single,"$6,261",21704,8,Y,0,20,3,1,80,0,29,0,3,15,10,4,2
4101,Ronald Davis,32,?,Travel_Rarely,$475,Sales,5,4,Marketing,1,4,Male,Unknown,33,3,3,Sales Executive,2, Married,"8,250",7685,2,Y,no,17,3,3,80,3,13,5,2,12,10,3,10
8687,James Taylor,19,Yes,travel_rarely,889,Research and Development,5,4,Human Resources,1,4,M,2024-12-29,43,3,1,Laboratory Technician,1,Single,3239,5644,3,Y,No,12,3,3,80,1,0,1,3,0,0,0,0
7664,Betty Johnson,44,No,Travel_Rarely,$955,RESEARCH & DEVELOPMENT,29,4,Life Sciences,1,2,Female,2023-04-05,57,3,4,Manager,3,Divorced,15737,10025,1,Y,No,12,4,3,80,2,23,4,3,1,0,0,1
4570,Jennifer Rodriguez,48,Yes,travel_frequently,284,Sales,1,3,Marketing,1,4,Female,1995-10-16,59,3,5,Sales Representative,1,Married,"18,250",24696,1,Y,NO,22,4,4,80,2,30,4,3,29,9,28,6
4132,Anthony Wilson,32,No,travel_rarely,1162,Sales,N/A,2,Life Sciences,1,4,Male,"October 16, 2023",47,2,2,Sales Executive,4,Divorced,2974,11312,1,Y,No,20,4,3,80,2,10,2,1,1,0,0,0
7796,Timothy Smith,31,No,Travel_Frequently,1267,research & development,6,3,Medical,1,1,MALE,2022-01-04,84,3,2,Laboratory Technician,3,Single,5143,22913,6,Y,No,21,3,1,80,0,9,5,3,2,0,1,2
4469,John Young,37,No,Travel_Frequently,229,Research & Development,26,2,Medical,1,4,Male,2008-09-06,35,3,5,Research Scientist,2,Single ,"$19,999",18606,3,Y,Yes,12,3,3,80,1,19,5,2,16,6,10,2
2110,James Martinez,43,No,Travel_Frequently,311,Research & Development,2,1,Life Sciences,1,1,Male,04/21/2016,91,2,5,Manufacturing Director,2,divorced,18284,7095,2,Y,0,18,3,1,80,1,21,2,2,8,0,8,3
3567,William Harris,46,Yes,Travel_Rarely,1148,Sales,13,3,Marketing,1,2,male,08/03/2015,31,4,3,Sales Executive,4,DIVORCED,8811,11714,2,Y,Yes,16,3,2,80,0,27,2,2,9,1,6,8
7806,Jacob Walker,38,No,Travel_Rarely,1019,Sales,2,3,Life Sciences,1,1,MALE,17/09/2022,99,4,3,Sales Executive,2,Divorced,7303,3783,2,Y,-,19,3,3,80,1,17,4,4,2,0,0,1
4894,David Ramirez,46,Yes,travel_rarely,245,Research & Development,10,3,Human Resources,1,1,M,2006-12-14,87,1,3,Research Scientist,4,Married,8961,7688,4,Y,yes,23,3,1,80,0,24,2,4,18,18,10,12
4383,thomas wilson,30,Yes,Travel_Rarely,1299,Research & Development,11,3,Technical Degree,1,3,Male,18-Jan-2019,63,2,3,Laboratory Technician,2,Single,"$7,072",8923,1,Y,No,12,3,4,80,0,8,3,3,5,1,2,2
2532,Jeffrey Martin,54,No,Travel_Rarely,622, Sales,29,3,Marketing,1,4,Male,28/12/2020,75,3,5,Sales Representative,4,Married,"14,330",4958,5,Y,0,20,3,4,80,2,35,3,2,4,2,2,1
2331,Anthony Sanchez,25,Yes,Travel_Rarely,613,RESEARCH & DEVELOPMENT,2,3,Medical,1,4,Male,12/08/2020,98,4,2,Laboratory Technician,3,MARRIED,4354,7545,1,Y,Yes,11,3,1,80,1,4,2,2,4,2,3,3
5070,Nancy Brown,29,No,Travel_Frequently,Unknown,Research & Development,5,3,Life Sciences,1,2,Female,"February 14, 2024",58,3,3,Research Scientist,2,Maried,"$6,362",24256,4,Y,no,19,3,3,80,2,9,0,3,0,0,0,0
4805,Betty Miller,39,No,travel_rarely,1199,Research & Development,22,5,Life Science,1,3,Female,15-Apr-2017,36,4,4,Healthcare Representative,4,Single,"$14,545",13565,5,Y,No,14,3,3,80,0,20,3,3,7,7,7,5
4758,Nancy Clark,32,No,Travel Rarely,555,Research and Development,4,2,Life Sciences,1,1,Female,06/10/2021,64,3,4,Research Scientist,4,single,"13,694",12062,4,Y,No,14,3,2,80,0,12,6,3,3,2,0,2
8835,Jason Jackson,38,No,Travel_Rarely,403,Research & Development,9,3,MEDICAL,1,4,Male,"March 20, 2021",87,3,3,Research Scientist,3,Divorced,8886,24557,3,Y,0,17,4,4,80,1,17,2,3,3,2,3,3
2156,Mark Harris,27,No,Travel Frequently,954,Sales,3,4,Mktg,1,2,M,2022-09-17,53,3,3,Sales Executive,4,Married,"$8,642",25088,2,Y,Yes,14,3,4,80,0,5,2,3,2,1,0,1
3824,Jeffrey Brown,34.0,No,Travel_Rarely,623,Human Resources,10,5,Human Resources,1,4,NA,06/17/2018,88,2,5,Human Resources,4,Divorced,"19,483",2532,1,Y,No,20,3,3,80,1,12,3,3,6,6,2,6
1261,GARY TAYLOR,20,No,Travel_Rarely,652,Research & Development,4,2,Medical,1,3,male,2024-12-23,85,4,1,Manager,4,Divorced,"$2,576",11058,2,Y,No,16,3,2,80,1,0,2,3,0,0,0,0
9598,Sandra Hill,53,Yes,travel_frequently,945,Sales,1,4,Marketing,1,4,F,11/10/2021,35,4,5,Sales Executive,3,Single,$19999.00,2813,1,Y,yes,20,3,4,80,0,34,3,3,3,1,2,1
620,Kevin Garcia,58,No,Travel_Rarely,744,Research & Development,13,3,Technical Degree,1,1,Male,2021-05-15,33,4,3,Laboratory Technician,1,Divorced,"8,517",11084,1,Y,NO,13,3,4,80,0,36,0,4,3,2,2,3
708,Michael Harris,51,Yes,Travel_Frequently,1154,sales,3,4,MARKETING,1,2,Male,04/09/1994,95,3,3,Sales Executive,2,Single,8882,26631,1,Y,Yes,15,3,4,80,0,30,2,3,30,14,10,14
4751,Dorothy Lopez,39,No,non-travel,154,SALES,3,2,Life Sciences,1,3,FEMALE,2014-12-01,37,3,3,Sales Executive,2, Single,10495,13868,5,Y,No,14,3,1,80,1,20,0,3,10,4,9,10
9323,Joseph Perez,36,No,,690,Sales,9,5,Other,1,3,MALE,29-Nov-2014,88,3,3,Sales Executive,3,MARRIED,7204,18307,4,Y,No,15,3,3,80,1,14,3,3,10,9,0,5
5154,Jessica Anderson,33,No,Travel_Rarely,1028,Sales ,5,2,MARKETING,1,2,Female,28-Mar-2023,91,3,5,Sales Executive,3,Single,"19,999",14737,2,Y,No,15,3,3,80,2,12,3,3,1,0,1,0
2673,Anthony White,30,No,travel_rarely,547,Research & Development,17,4,Mktg,1,4,male,07-Sep-2015,66,3,5,Research Director,4,Single,19999,21204,3,Y,No,21,4,1,80,0,12,5,2,9,7,7,4
8431,Margaret Martinez,52,No,travel_rarely,1033,Sales,4,4,Marketing,1,3,Female,10/30/2009,72,3,5,Sales Representative,4,Divorced,"$19,999",16989,5,Y,No,14,3,3,80,0,32,3,2,15,2,14,0
208,Kimberly Johnson,49,No,Travel_Rarely,127,Research & Development,27,3,Life Sciences,1,3,Female,"January 13, 2001",43,3,3,Research Scientist,4,Married,9585,7253,1,Y,No,22,3,2,80,0,30,3,3,23,8,7,4
7496,Gary Anderson,47,No,Non-Travel,711,Sales,1,3,Medical,1,1,Male,04/08/2019,48,4,3,Sales Representative,2,married,"$7,395",13499,3,Y,Yes,14,3,4,80,1,26,2,4,5,3,3,4
4015,Betty Allen,28,No,Travel_Rarely,682,Sales,14,3,Marketing,1,4,Female,2024-01-27,67,2,3,Sales Executive,1,Married,"$9,717",16244,1,Y,No,12,3,3,80,2,10,2,3,0,0,0,0
3044,Rebecca White,38,Yes,Travel_Rarely,1088,Research & Development,28,2,Technical Degree,1,1, Female,"May 05, 2009",78,3,4,Manager,1,Single,15633,25580,2,Y,NO,20,3,4,80,0,17,3,3,15,12,15,6
1187,Kenneth Sanchez,42,No,Travel_Rarely,744, Sales,1,1,MARKETING,1,3,Male,2020-10-13,66,2,5,Sales Executive,3,Single,$9170.00,14139,5,Y,No,14,3,3,80,1,20,2,3,4,3,0,0
2007,  Robert Wilson  ,41.0,No,Travel_Rarely,704,Research & Development,1,4,Life Sciences,1,3,unknown,26/06/2018,39,2,5,Laboratory Technician,2,Married,"16,685",24940,4,Y,No,17,3,3,80,0,21,2,3,6,6,4,2
9548,Melissa Smith,18,No,Travel_Rarely,$1116,Sales,13,4,life sciences,1,3,Female,08/11/2024,68,2,1,Sales Executive,4,Married,"2,726",24126,2,Y,No,14,3,2,80,1,0,1,3,0,0,0,0
1872,Melissa Hernandez,35,No,Travel Rarely,536,Research & Development,8,2,Other,1,4,female,14/10/2012,55,3,4,Laboratory Technician,2,Single,$19335.00,9569,1,Y,no,14,3,1,80,1,14,3,3,12,4,8,5
2038,Charles Perez,52,Yes,Travel_Rarely,239,Research & Development,29,4,Medical,1,4,Male,06/18/2024,77,3,4,Laboratory Technician,4,Married,"$14,959",6909,4,Y,No,11,3,2,80,0,30,4,3,0,0,0,0
2082,Melissa Brown,34,No,Travel Rarely,NULL,Human Resources,5,2,Medical,1,4,Female,2013-11-12,37,3,4,Human Resources,3,Single,15679,6314,4,Y,no,22,4,3,80,1,13,4,3,11,4,3,1
6286,Susan Young,39,No,Non-Travel,219,Research & Development,1,3,Life Sciences,1,3,Female,01-Mar-2007,70,2,4,Research Scientist,3,Divorced,"$19,381",18514,3,Y,No,24,3,4,80,0,18,1,2,17,15,2,4
591,Cynthia Moore,38,No,Travel_Rarely,707,RESEARCH & DEVELOPMENT,20,3,Technical Degree,1,1,female,2018-02-22,94,4,3,Research Scientist,2,Single,"$8,155",10255,2,Y,No,21,3,3,80,1,19,3,3,6,2,2,0
7133,Kenneth Gonzalez,30,No,Travel_Rarely,735,Research & Development,1,2,Life Sciences,1,2,Male,"October 07, 2021",53,2,2,Manufacturing Director,4,Single,4657,10951,2,Y,No,19,3,1,80,0,8,4,4,3,2,0,0
8293,Cynthia Perez,53.0,No,Travel_Rarely,693,Sales,10,3,Marketing,1,4,female,2022-03-21,41,2,4,Sales Executive,4, Single,14894,5883,1,Y,No,13,3,2,80,0,33,2,2,2,2,1,2
2330,Jennifer Lewis,41,No,Travel_Rarely,1290,Sales,21,5,Medical,1,1,Female,2013-08-06,45,3,4,Sales Executive,3,Married,12286,4806,3,Y,No,14,3,1,80,2,19,2,3,11,11,4,0
9386,Paul Garcia,42,No,Travel_Rarely,378,Sales,26,1,Marketing,1,1,Male,2024-04-13,91,2,4,Manager,1,?,16379,18164,2,Y,No,17,4,3,80,0,21,1,3,0,0,0,0
2901,Steven Sanchez,24,Yes,Non-Travel,998,Sales,9,4,Medical,1,1,Male,02-Oct-2023,45,2,3,Sales Representative,4, Married,9122,15722,3,Y,n/a,14,3,4,80,1,2,2,4,1,1,0,0
1415,Joseph Lopez,36,No,Travel_Rarely,209,Research & Development,2,3,Medical,1,2,Male,12/11/2006,88,2,3,Research Scientist,3, Single,"8,158",11582,0,Y,No,15,3,1,80,0,18,4,2,18,16,0,1
7578,Dorothy Thompson,19,Yes,Non-Travel,870,Research & Development,9,3,Life Sciences,1,3,Female,2024-11-30,75,1,1,Manufacturing Director,3,Single ,2613,9241,1,Y,YES,17,3,1,80,0,0,2,1,0,0,0,0
8877,george lee,32,No,Travel_Rarely,182,Research & Development,1,5,Marketing,1,4,Male,2013-07-08,84,3,3,Healthcare Representative,4,Married,8946,2714,1,Y,No,16,3,3,80,2,13,2,3,11,10,6,10
7076,Kenneth Rodriguez,39,No,Travel_Frequently,316,Human Resources,18,4,Marketing,1,2,M,06/30/2014,80,4,3,Human Resources,3,Married,8028,13067,6,Y,NO,13,3,1,80,1,17,5,3,10,2,6,4
8289,JACOB MOORE,41,Yes,TRAVEL_FREQUENTLY,364,Research & Development,1,3,Medical,1,2,MALE,2001-06-01,63,4,5,Healthcare Representative,1,Single,14654,22657,3,Y,No,24,4,1,80,2,23,4,2,23,2,9,7
5521,Emily Jones,48,No,Travel_Rarely,580,Research & Development,11,2,Marketing,1,1,Female,07/24/2020,38,3,3,Manager,1,Married,"10,419",26912,3,Y,NO,23,3,1,80,0,28,2,3,4,4,0,1
5573,Jessica Harris,60,No,Travel_Frequently,356,Human Resources,8,2,human resources,1,4,Female,1989-08-04,30,1,4,Human Resources,1,Married,10430,22869,3,Y,No,17,3,4,80,0,40,3,2,35,30,11,0
7601,Jacob Thompson,29,No,Travel_Frequently,$761,Research & Development,19,5,medical,1,3,male,2018-04-26,65,3,3,Healthcare Representative,4,Single,8810,11312,2,Y,No,21,3,1,80,0,8,2,4,6,4,2,4
2865,Kevin Harris,35,No,Non-Travel,918,Sales,-5,3,Marketing,1,2,Male,2016-03-11,67,3,4,Sales Representative,3,Divorced,15638,23033,3,Y,No,14,3,1,80,0,14,0,3,8,6,3,8
7859,Stephanie Jones,40,No,Travel_Rarely,1341,Human Resources,7,3,Mktg,1,3,Female,"November 22, 2006",53,2,3,Human Resources,1,Married,7766,8513,3,Y,No,22,3,4,80,0,18,0,3,18,16,7,0
6623,Joseph Scott,39,No,Travel_Rarely,755,RESEARCH & DEVELOPMENT,1,2,Technical Degree,1,2,Male,2021-03-14,65,3,3,Manager,4,Married,7986,19488,5,Y,No,24,4,3,80,1,19,6,2,3,2,0,0
8016,Brian Johnson,31,No,Travel_Rarely,822,Research & Development,1,4,medical,1,3,Male,2019-09-14,31,2,3,Research Scientist,2,divorced,5456,20456,4,Y,NO,23,3,3,80,1,9,2,4,5,3,4,4
6218,Sharon Moore,38,Yes,Travel_Rarely,383,Human Resources,9,3,Technical Degree,1,3,Female,04/01/2013,39,3,4,Human Resources,1,Married,"$13,750",26138,3,Y,Yes,14,3,2,80,1,20,0,3,11,5,0,1
5935,Elizabeth Young,40,No,TRAVEL_RARELY,1037,RESEARCH & DEVELOPMENT,NULL,2,Life Sciences,1,2,FEMALE,2009-11-15,53,2,4,Research Scientist,4,Married,12555,23797,7,Y,Y,20,3,2,80,0,20,2,3,15,4,1,9
6630,Anthony Scott,35,No,Travel_Rarely,129,Sales,6,4,Other,1,1,male,07/27/2022,36,1,4,Sales Executive,2,Divorced,17125,22520,2,Y,No,17,3,2,80,0,16,1,2,2,0,2,1
6197,Jennifer Smith,29,No,Travel_Rarely,1482,Human Resources,-10,4,Life Sciences,1,2,Female,10/02/2019,77,2,3,Manager,4,Married,10586,17537,2,Y,NO,24,3,1,80,1,7,2,3,5,0,0,2
8218,Linda Young,32,No,Travel_Frequently,955,Human Resources,12,3,HUMAN RESOURCES,1,3,Female,2024-12-06,40,2,3,Human Resources,3,Single,"9,156",19365,3,Y,No,23,3,4,80,0,12,2,4,0,0,0,0
8222,Dorothy Perez,41,No,Travel_Rarely,389,sales,10,5,Marketing,1,3,Female,2008-12-12,37,1,3,Sales Representative,3,Married,"$7,130",21134,4,Y,NO,23,3,4,80,3,21,2,3,16,15,6,12
1293,Laura Torres,34,No,Travel_Frequently,1235,Research & Development,5,3,Marketing,1,4,Female,22/12/2010,86,3,3,Manufacturing Director,2, Married,8226,5785,2,Y,Yes,22,3,4,80,0,16,5,3,14,10,0,11
4146,Anthony Nguyen,36,No,Travel Rarely,695,human resources,2,2,Human Resources,1,2,Male,06/01/2009,77,4,4,Manager,3,Married,14750,11110,1,Y,No,24,3,4,80,1,16,0,1,15,13,14,11
1802,William Thompson,38,No,Travel_Rarely,917,Sales,22,3,Technical Degree,1,4,Male,02/02/2013,35,4,5,Sales Executive,4,Married,"19,463",15288,3,Y,No,19,3,2,80,1,19,6,2,11,7,11,2
5546,David Brown,33,No,Travel_Frequently,355,Human Resources,1,5,HR,1,4,Male,27-Jun-2015,68,1,4,Human Resources,4,Single,17294,15868,1,Y,No,18,3,1,80,1,14,3,3,9,5,3,9
5190,Jessica Allen,41,No,Non-Travel,104,Research & Development,17,3,Life Sciences,1,4,Female,24-Sep-2017,74,3,3,Manufacturing Director,4,Married,9270,19046,2,Y,No,14,3,2,80,2,22,2,3,7,3,7,7
2617,James Smith,44,No,Travel_Rarely,1315,Sales,1,2,Mktg,1,3,Male,02/06/2015,80,4,5,Sales Executive,3,Married,"$17,518",11021,2,Y,No,11,3,4,80,0,22,3,4,9,0,7,2
7650,George Jackson,n/a,No,Non-Travel,596, Human Resources,6,3,Technical Degree,1,3,Male,11/09/2008,70,3,3,Human Resources,1,Married,"$9,695",6091,0,Y,No,14,3,1,80,1,29,2,3,16,7,10,16
6107,Ryan Jackson,38,No,Travel_Rarely,1398,Sales,6,3,Other,1,1,Male,11-Jun-2009,77,2,4,Sales Executive,3,Married,15391,17268,4,Y,Yes,12,3,4,80,1,16,3,3,15,0,7,15
5788,John Brown,39,Yes,Travel_Rarely,$807, Sales,12,3,Marketing,1,2,Male,2005-01-20,95,2,5,Sales Representative,2,Single,19999,12005,3,Y,Yes,18,3,4,80,0,19,1,2,19,11,5,18
9372,Rebecca Miller,31,No,Travel_Rarely,907,Sales,9,5,NA,1,3,Female,12-Mar-2022,71,2,3,Sales Executive,3,Married,10624,5207,5,Y,Yes,22,3,1,80,0,9,6,2,2,1,1,2
5596,Linda Williams,20,No,Travel_Rarely,1011,R&D,2,3,LIFE SCIENCES,1,1,FEMALE,29-Mar-2022,45,3,2,Laboratory Technician,3,MARRIED,$6055.00,2145,4,Y,N,12,3,4,80,3,2,0,3,2,1,2,2
2179,  Ryan White  ,34,No,Travel_Rarely,430,Sales,1,3,Marketing,1,4,Male,"February 12, 2022",67,4,5,Sales Executive,2,Married,"15,298",19245,3,Y,N,24,3,4,80,1,13,2,4,2,2,0,2
3174,Amanda Brown,26,No,Travel_Frequently,894,Human Resources,9,5,Human Resources,1,4,Female,27-Aug-2022,97,3,2,Manager,1,Single,"$4,388",9613,4,Y,No,14,3,3,80,1,7,2,3,2,2,2,1
4958,Barbara Nguyen,56,Yes,travel_rarely,$1179,Research & Development,6,5,Medical,1,2,N/A,2014-09-09,61,4,4,Laboratory Technician,2,Single,10939,22940,1,Y,Yes,24,3,3,80,0,37,2,3,10,0,10,10
3660,Thomas White,29,No,Travel_Rarely,$629,human resources,5,3,human resources,1,3,M,08-Jul-2017,42,3,2,Human Resources,4,Single,$5741.00,24433,0,Y,No,12,3,4,80,1,7,2,4,7,7,0,1
1820,Carol Martinez,19,Yes,Travel_Rarely,148,Research & Development,1,3,Other,1,4,Female,04/14/2023,92,3,1,Manufacturing Director,3,SINGLE,3188,13030,2,Y,No,22,3,1,80,2,1,2,2,1,1,0,0
7545,Mark Rodriguez,51.0,No,Travel_Rarely,281,Research & Development,13,3,Medical,1,4,male,2021-09-09,70,3,3,Research Director,2,divorced,"$8,164",10184,3,Y,No,12,3,1,80,1,32,3,3,3,2,0,3
3271,Dorothy Ramirez,40,Yes,NON-TRAVEL,1265,Sales,1,3,Life Sciences,1,1,Female,2024-01-07,72,4,3,Sales Representative,4,Single,10060,11310,4,Y,No,13,3,2,80,2,20,1,3,0,0,0,0
4610,Charles Lee,29,No,Travel Rarely,1169,Research & Development,4,2,Other,1,4,Male,2023-09-22,36,4,2,Healthcare Representative,4,Divorced,5438,23253,2,Y,Yes,16,3,2,80,0,10,3,4,1,1,1,0
5306,Brian Flores,53.0,No,Travel_Frequently,$878,Research & Development,16,2,Technical Degree,1,2,Male,2015-02-08,66,3,3,Manager,2,Single,"7,983",15365,3,Y,0,20,3,2,80,2,31,3,2,9,9,3,2
8959,Michelle Martinez,NA,No,Travel_Frequently,$129,Sales ,11,2,Other,1,3,Female,"September 07, 2008",82,1,4,Sales Representative,4,Married,"$12,521",8809,3,Y,No,16,3,4,80,2,21,2,4,16,1,7,5
10,Jessica Garcia,24,No,Travel_Rarely,$572,Research & Development,6,3,TECHNICAL DEGREE,1,2,FEMALE,2024-03-28,40,4,2,Laboratory Technician,4, Married,3884,24478,2,Y,No,16,3,3,80,0,4,2,3,0,0,0,0
8381,Richard Nguyen,18,No,Travel_Rarely,480,Research & Development,3,3,Other,1,2,Male,2024-02-13,77,3,1,Laboratory Technician,2,Divorced,2817,25984,2,Y,N,12,4,3,80,1,0,1,3,0,0,0,0
2589,Sharon Walker,38,No,Travel_Frequently,879,research & development,4,4,Medical,1,4,Female,2017-06-06,42,3,3,Research Director,4,Single,$8411.00,19643,2,Y,No,15,3,2,80,1,19,2,3,7,3,7,4
9455,Richard Torres,47,Yes,Travel_Frequently,1485,Research & Development,7,3,MEDICAL,1,3,Male,2000-10-16,64,4,3,Laboratory Technician,2, Married,"12,428",8362,1,Y,No,16,3,3,80,0,28,2,4,24,20,15,23
8686,Timothy Perez,35,No,Travel_Rarely,836,sales,6,2,Marketing,1,3,Male,11/13/2013,78,1,3,Sales Representative,1,single,9223,19692,3,Y,No,17,3,4,80,1,15,2,2,11,5,5,4
5233,Daniel Lopez,23,No,Travel_Rarely,789,Sales,29,4,Other,1,3,Male,26/10/2024,95,4,1,Sales Representative,4,Married,2365,14864,4,Y,No,16,3,4,80,0,5,6,3,0,0,0,0
3585,Charles Williams,48.0,No,Travel_Rarely,934,RESEARCH & DEVELOPMENT,5,3,Life Sciences,1,2,?,2016-11-06,87,1,4,Laboratory Technician,4,Divorced,16986,16630,3,Y,No,22,3,2,80,1,29,5,1,8,7,1,7
9354,Margaret Nguyen,28,No,Non-Travel,464,Human Resources,4,4,human resources,1,3,Female,09/09/2021,35,3,4,Human Resources,1,Single,"13,673",18633,2,Y,No,18,3,1,80,0,9,1,2,3,3,3,1
5729,Deborah Miller,51,No,Travel_Rarely,1134,Research & Development,10,3,Medical,1,4,Female,10-Nov-2018,67,3,3,Healthcare Representative,2,Single,"6,717",10192,1,Y,No,21,3,4,80,1,32,0,3,6,6,2,6
3069,Robert Thomas,36,No,Travel Rarely,395,Sales,5,4,MARKETING,1,4,Male,18-May-2012,35,2,4,Sales Representative,1,Married,12546,14686,4,Y,No,18,3,2,80,1,14,4,3,12,7,8,9
1950,David White,39,No,Travel_Rarely,1199,Research & Development,1,5,Unknown,1,3,Male,2007-07-25,97,3,5,Manufacturing Director,3,Single,"$17,490",25856,3,Y,No,14,4,3,80,2,19,2,3,17,14,2,6
7124,George Garcia,49,No,Travel_Frequently,1056,Research & Development,1,3,life sciences,1,4,Male,2023-06-22,43,1,3,Manufacturing Director,4,married,5341,13621,0,Y,No,17,3,3,80,0,27,3,1,1,0,1,0
